"id","userId","description","amount","category","type","date","isCashPayment","location"
"TtCH1KQ0Td9QCDAIGsdo","7FptSz13bhPgIJQSHDzZPFemDzn2","Income At Start",21000,"Monthly Income","income","2025-08-01T00:00:00.000Z",false,
